"open","close","high","low","volume","start"
6691.73,6736.8,6736.8,6691,337.64994697000003,1537527000
6736.8,6730.01,6765.41,6710,553.5258473600002,1537530600
6729.93,6751.89,6774,6721,548.41990765,1537534200
6751.88,6733.78,6753.1,6699.98,597.5938327599998,1537537800
6733.78,6689,6742,6671.21,928.2434267200002,1537541400
6689,6714.6,6725,6674,585.2294528500001,1537545000
6714.59,6697.01,6716,6696.06,368.58118669999993,1537548600
6697.01,6721.54,6725,6690.01,410.70469000999987,1537552200
6721.54,6759.89,6777.1,6721.54,692.9815710600001,1537555800
6759.89,6765.77,6773.41,6740,437.05556664000005,1537559400
6765.77,6741.51,6765.77,6695,617.7075082999999,1537563000
6741.51,6728.98,6741.51,6708.06,304.85054500999996,1537566600
6728.97,6742.45,6750,6728,225.96135539000002,1537570200
6742.45,6786.53,6823,6742.44,904.84278753,1537573800
6786.53,6757.82,6800,6745.24,388.4573198199999,1537577400
6757.82,6750.09,6765,6741.24,293.92673465999997,1537581000
6750.1,6746.41,6750.1,6713.72,260.30211201,1537584600
6746.41,6742.79,6754.49,6731.81,143.68123527999998,1537588200
6742.78,6741.46,6742.79,6727.07,111.23556515999995,1537591800
6741.46,6720.11,6741.46,6700.01,167.53314397999998,1537595400
6720.1,6713.07,6723.77,6708.36,60.12821398000003,1537599000
6713.63,6653.99,6721,6628.01,429.99280609,1537602600
6654,6671,6671,6638,77.02057417,1537606200
